order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,saleprice,houseage,remodage,totalsf,totalbath,hasgarage,hasbasement,hasfireplace
1859,533254100,80,RL,80.0,9600,Pave,NoFeature,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,4,4,CBlock,3,3,No,Unf,0.0,Unf,0.0,528.0,528.0,GasA,5,Y,SBrkr,1094,761,0,1855,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1976.0,RFn,2.0,512.0,3,3,Y,113,100,0,0,0,0,0,NoFeature,NoFeature,0,8,2007,WD,Normal,187000,31,13,2383.0,2.5,1,1,1
1860,533254130,20,RL,80.0,9600,Pave,NoFeature,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,4,3,Gd,ALQ,978.0,Unf,0.0,284.0,1262.0,GasA,5,Y,SBrkr,1262,0,0,1262,0.0,1.0,2,0,3,1,3,6,Typ,1,3,Attchd,1976.0,RFn,2.0,460.0,3,3,Y,298,0,0,0,0,0,0,NoFeature,NoFeature,0,5,2007,WD,Normal,181500,31,31,2524.0,2.5,1,1,1
1861,533350020,20,RL,94.0,17778,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,5,1981,1981,Hip,CompShg,BrkFace,BrkFace,NoMasVnr,0.0,4,3,CBlock,4,3,Gd,ALQ,1632.0,Rec,829.0,0.0,2461.0,GasA,4,Y,SBrkr,2497,0,0,2497,1.0,0.0,2,0,2,1,4,7,Typ,2,4,Attchd,1981.0,RFn,2.0,676.0,3,3,Y,266,0,0,0,0,0,0,NoFeature,NoFeature,0,3,2007,WD,Normal,373000,26,26,4958.0,3.0,1,1,1
1862,533352075,90,RL,72.0,18890,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,NoMasVnr,1.0,3,3,CBlock,4,3,No,GLQ,498.0,Rec,211.0,652.0,1361.0,GasA,5,Y,SBrkr,1361,1259,0,2620,0.0,0.0,2,2,4,2,3,12,Typ,1,3,BuiltIn,1977.0,RFn,2.0,600.0,3,3,N,155,24,145,0,0,0,0,NoFeature,Gar2,8300,8,2007,WD,Normal,190000,30,30,3981.0,3.0,1,1,1
1863,534104090,60,FV,72.5,7050,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,4,3,No,GLQ,738.0,Unf,0.0,319.0,1057.0,GasA,5,Y,SBrkr,1057,872,0,1929,1.0,0.0,2,1,3,1,4,7,Typ,1,3,Attchd,2001.0,Fin,2.0,650.0,3,3,Y,0,235,0,0,0,0,0,NoFeature,NoFeature,0,5,2007,WD,Normal,226000,6,6,2986.0,3.5,1,1,1
1864,534125120,20,RL,78.0,11700,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,5,Y,SBrkr,1152,0,0,1152,1.0,0.0,1,1,3,1,3,7,Typ,0,0,Attchd,1968.0,RFn,2.0,412.0,3,3,Y,0,126,0,0,0,0,0,NoFeature,NoFeature,0,9,2007,CWD,Normal,143450,39,39,2064.0,2.5,1,1,0
1865,534127080,60,RL,80.0,8000,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,525.0,3,3,CBlock,3,3,No,Rec,915.0,Unf,0.0,93.0,1008.0,GasA,3,Y,SBrkr,1403,1008,0,2411,1.0,0.0,2,1,4,1,3,8,Typ,1,1,Attchd,1970.0,RFn,2.0,570.0,3,3,Y,0,192,0,0,0,0,0,NoFeature,NoFeature,0,6,2007,WD,Normal,240050,37,37,3419.0,3.5,1,1,1
1866,534127140,85,RL,80.0,8723,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,6,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,PConc,4,3,Av,BLQ,973.0,Unf,0.0,0.0,973.0,GasA,5,Y,SBrkr,1082,0,0,1082,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1969.0,Unf,2.0,480.0,3,3,Y,160,0,0,0,0,0,0,NoFeature,NoFeature,0,1,2007,WD,Normal,162500,38,38,2055.0,2.0,1,1,0
1867,534127260,20,RL,130.0,11700,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,196.0,3,3,PConc,4,3,No,ALQ,910.0,Unf,0.0,385.0,1295.0,GasA,2,Y,SBrkr,1295,0,0,1295,1.0,0.0,1,1,3,1,3,6,Typ,0,0,Attchd,1968.0,Fin,2.0,528.0,3,3,Y,0,194,0,0,200,0,0,NoFeature,NoFeature,0,4,2007,WD,Normal,164000,39,39,2590.0,2.5,1,1,0
1868,534128090,20,RL,108.0,11358,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1972,1987,Hip,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,No,BLQ,346.0,Unf,0.0,778.0,1124.0,GasA,3,Y,SBrkr,1610,0,0,1610,0.0,0.0,2,0,3,1,4,8,Typ,1,3,Attchd,1972.0,RFn,2.0,515.0,3,3,Y,202,0,0,0,256,0,0,NoFeature,NoFeature,0,5,2007,WD,Normal,185000,35,20,2734.0,2.0,1,1,1
1869,534151090,20,RL,80.0,9547,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1594.0,1594.0,GasA,5,Y,SBrkr,1594,0,0,1594,0.0,0.0,2,0,2,1,4,6,Typ,1,3,Attchd,1993.0,RFn,2.0,472.0,3,3,Y,190,80,0,0,0,0,0,NoFeature,NoFeature,0,7,2007,WD,Normal,188500,14,14,3188.0,2.0,1,1,1
1870,534151180,60,RL,78.0,10530,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1993,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,194.0,4,3,PConc,4,3,No,GLQ,819.0,Unf,0.0,329.0,1148.0,GasA,5,Y,SBrkr,1091,984,0,2075,1.0,0.0,2,1,3,1,4,8,Typ,1,4,Attchd,1993.0,Unf,2.0,473.0,3,3,Y,235,86,0,0,0,0,0,NoFeature,NoFeature,0,8,2007,WD,Normal,255000,14,14,3223.0,3.5,1,1,1
1871,534175010,90,RL,80.0,11500,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,5,6,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,1680.0,1680.0,GasA,2,Y,SBrkr,1680,0,0,1680,0.0,0.0,2,0,4,2,3,8,Typ,0,0,Detchd,1976.0,Unf,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,6,2007,WD,Normal,136905,31,31,3360.0,2.0,1,1,0
1872,534176140,20,RL,88.0,10738,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1966,1966,Hip,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,CBlock,3,3,No,ALQ,792.0,Unf,0.0,301.0,1093.0,GasA,4,Y,SBrkr,1093,0,0,1093,1.0,0.0,2,0,3,1,3,6,Typ,1,2,Attchd,1966.0,RFn,2.0,484.0,3,3,Y,224,0,0,0,0,0,0,MnPrv,Shed,400,11,2007,WD,Normal,158500,41,41,2186.0,3.0,1,1,1
1873,534177210,20,RL,80.0,9600,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,3,3,CBlock,3,3,No,ALQ,916.0,Unf,0.0,326.0,1242.0,GasA,2,Y,SBrkr,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,Typ,1,3,Attchd,1973.0,Unf,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,9,2007,WD,Normal,175500,34,34,2484.0,1.5,1,1,1
1874,534178010,20,RL,80.0,10800,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,No,BLQ,617.0,Rec,264.0,171.0,1052.0,GasA,3,Y,SBrkr,1052,0,0,1052,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1963.0,Fin,1.0,311.0,3,3,Y,0,133,0,0,0,0,0,NoFeature,NoFeature,0,2,2007,COD,Normal,127000,44,44,2104.0,2.0,1,1,0
1875,534201040,20,RL,70.0,8050,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,ALQ,474.0,BLQ,38.0,437.0,949.0,GasA,3,Y,SBrkr,1107,0,0,1107,1.0,0.0,1,0,3,1,4,5,Typ,0,0,Attchd,1967.0,RFn,1.0,308.0,3,3,Y,88,64,0,0,0,0,0,NoFeature,NoFeature,0,3,2007,WD,Normal,127000,40,14,2056.0,2.0,1,1,0
1876,534202030,20,RL,73.0,10355,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.0,3,3,CBlock,3,3,No,BLQ,695.0,Unf,0.0,519.0,1214.0,GasA,3,Y,SBrkr,1214,0,0,1214,0.0,0.0,2,0,3,1,3,5,Typ,1,2,Attchd,1967.0,RFn,1.0,318.0,3,3,Y,0,111,0,0,0,0,0,NoFeature,NoFeature,0,7,2007,WD,Normal,143000,40,40,2428.0,2.0,1,1,1
1877,534204120,20,RL,79.0,10289,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,3,3,CBlock,3,3,No,ALQ,836.0,Unf,0.0,237.0,1073.0,GasA,3,Y,SBrkr,1073,0,0,1073,1.0,0.0,1,1,3,1,3,6,Typ,0,0,Attchd,1965.0,RFn,2.0,515.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,6,2007,WD,Normal,156000,42,42,2146.0,2.5,1,1,0
1878,534252040,20,RL,73.0,9503,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1958,1983,Hip,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,CBlock,3,3,No,ALQ,457.0,Rec,374.0,193.0,1024.0,GasA,3,Y,SBrkr,1344,0,0,1344,1.0,0.0,1,0,2,1,3,6,Min1,1,3,Detchd,1970.0,Unf,1.0,484.0,3,3,Y,316,28,0,0,0,0,0,GdWo,NoFeature,0,6,2007,WD,Normal,144000,49,24,2368.0,2.0,1,1,1
1879,534252060,90,RL,73.0,10624,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,3,3,CBlock,3,3,No,GLQ,40.0,Rec,264.0,1424.0,1728.0,GasA,3,Y,SBrkr,1728,0,0,1728,0.0,1.0,2,0,6,2,3,10,Typ,0,0,Detchd,2002.0,Unf,1.0,352.0,3,3,Y,155,0,0,0,0,0,0,NoFeature,NoFeature,0,11,2007,WD,Normal,119000,43,43,3456.0,2.5,1,1,0
1880,534252070,90,RL,73.0,10899,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,Slab,0,0,NoFeature,NoFeature,0.0,NoFeature,0.0,0.0,0.0,GasA,3,N,SBrkr,1224,0,0,1224,0.0,0.0,2,0,2,2,3,8,Typ,0,0,CarPort,1964.0,Unf,3.0,530.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2007,WD,Normal,103000,43,43,1224.0,2.0,1,0,0
1881,534252110,20,RL,73.0,12342,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,978.0,978.0,GasA,3,Y,SBrkr,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,Min1,1,3,Attchd,1960.0,RFn,1.0,286.0,3,3,Y,0,0,36,0,0,0,0,GdWo,Shed,600,8,2007,WD,Normal,139900,47,29,2400.0,1.0,1,1,1
1882,534275170,20,RL,73.0,12772,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,4,CBlock,3,3,Mn,BLQ,498.0,Unf,0.0,460.0,958.0,GasA,3,Y,SBrkr,958,0,0,958,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,1960.0,RFn,1.0,301.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,Gar2,15500,4,2007,WD,Normal,151500,47,9,1916.0,1.0,1,1,0
1883,534275220,20,RL,80.0,8892,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,1065.0,1065.0,GasA,4,Y,SBrkr,1065,0,0,1065,0.0,0.0,1,1,3,1,3,6,Typ,0,0,Detchd,1974.0,Unf,2.0,461.0,3,3,Y,74,0,0,0,0,0,0,NoFeature,NoFeature,0,7,2007,COD,Normal,126500,47,47,2130.0,1.5,1,1,0
1884,534276070,80,RL,65.0,10482,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,3,4,CBlock,3,3,Av,GLQ,507.0,Unf,0.0,81.0,588.0,GasA,5,Y,SBrkr,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,Typ,0,0,Attchd,1958.0,RFn,1.0,264.0,3,3,Y,224,0,0,0,0,0,0,MnWw,NoFeature,0,6,2007,WD,Normal,145000,49,49,1726.0,1.5,1,1,0
1885,534276160,20,RL,70.0,7535,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,BLQ,111.0,LwQ,279.0,522.0,912.0,GasA,2,Y,SBrkr,912,0,0,912,0.0,1.0,1,0,2,1,3,5,Typ,0,0,Attchd,1958.0,Fin,1.0,297.0,3,3,Y,12,285,0,0,0,0,0,MnWw,Shed,480,6,2007,WD,Normal,120000,49,22,1824.0,1.5,1,1,0
1886,534276180,20,RL,74.0,7450,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,No,Rec,438.0,LwQ,206.0,250.0,894.0,GasA,4,Y,SBrkr,1074,0,0,1074,0.0,0.0,1,0,2,1,4,6,Min1,1,4,Detchd,1966.0,Unf,2.0,396.0,3,3,Y,0,72,0,0,0,0,0,GdWo,NoFeature,0,1,2007,WD,Normal,124000,51,51,1968.0,1.0,1,1,1
1887,534276290,20,RL,73.0,8339,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,Slab,0,0,NoFeature,NoFeature,0.0,NoFeature,0.0,0.0,0.0,GasA,3,Y,SBrkr,882,0,0,882,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1959.0,RFn,1.0,294.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,Shed,1200,7,2007,WD,Normal,106500,48,48,882.0,1.0,1,0,0
1888,534278150,20,RL,73.0,14357,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,No,ALQ,311.0,LwQ,167.0,386.0,864.0,GasA,3,Y,SBrkr,1187,0,0,1187,1.0,0.0,1,0,2,1,3,6,Typ,1,3,Attchd,1961.0,RFn,2.0,440.0,3,3,Y,128,0,0,0,0,0,0,NoFeature,NoFeature,0,8,2007,CWD,Normal,140500,46,46,2051.0,2.0,1,1,1
1889,534278170,20,RL,76.0,8243,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,56.0,3,4,CBlock,3,3,No,ALQ,700.0,Unf,0.0,264.0,964.0,GasA,5,Y,SBrkr,964,0,0,964,0.0,0.0,1,0,3,1,3,5,Typ,1,2,Detchd,1985.0,Fin,2.0,784.0,3,3,Y,170,0,0,0,0,0,0,GdPrv,NoFeature,0,2,2007,WD,Normal,137500,46,46,1928.0,1.0,1,1,1
1890,534278190,20,RL,70.0,8680,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,CemntBd,CmentBd,NoMasVnr,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,3,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1965.0,Unf,1.0,312.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,1,2007,WD,Normal,117600,47,47,1788.0,1.0,1,1,0
1891,534401120,20,RL,80.0,8800,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,3,3,CBlock,3,3,No,BLQ,654.0,Unf,0.0,520.0,1174.0,GasA,5,Y,SBrkr,1200,0,0,1200,0.0,1.0,2,0,3,1,3,6,Typ,1,3,Attchd,1966.0,RFn,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,NoFeature,0,10,2007,CWD,Normal,163500,41,41,2374.0,2.5,1,1,1
1892,534401200,80,RL,80.0,9200,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,3,3,CBlock,3,3,Gd,GLQ,494.0,Unf,0.0,548.0,1042.0,GasA,3,Y,SBrkr,1042,0,0,1042,0.0,0.0,2,0,3,1,3,5,Typ,0,0,Attchd,1965.0,RFn,2.0,440.0,3,3,Y,192,0,0,0,0,0,0,GdPrv,NoFeature,0,5,2007,WD,Normal,161000,42,42,2084.0,2.0,1,1,0
1893,534403040,80,RL,85.0,9350,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,4,3,Gd,LwQ,270.0,ALQ,580.0,452.0,1302.0,GasA,5,Y,SBrkr,1302,0,0,1302,0.0,1.0,2,0,3,1,4,7,Min1,0,0,Attchd,1964.0,RFn,1.0,309.0,3,3,Y,333,0,0,0,0,0,0,MnPrv,NoFeature,0,10,2007,CWD,Normal,158000,43,16,2604.0,2.5,1,1,0
1894,534403290,60,RL,80.0,8800,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1964,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,3,4,CBlock,3,3,No,ALQ,414.0,Unf,0.0,431.0,845.0,GasA,5,Y,SBrkr,845,1309,0,2154,0.0,0.0,2,1,5,1,3,8,Typ,1,4,Attchd,1964.0,RFn,2.0,539.0,3,3,Y,0,0,0,0,161,0,0,MnPrv,NoFeature,0,7,2007,WD,Normal,224500,43,10,2999.0,2.5,1,1,1
1895,534403420,20,RL,73.0,11382,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,Wd Sdng,Plywood,BrkFace,212.0,3,3,CBlock,3,3,No,ALQ,54.0,Rec,543.0,533.0,1130.0,GasA,3,Y,SBrkr,1374,0,0,1374,0.0,1.0,1,0,3,1,3,7,Typ,1,3,Attchd,1964.0,RFn,1.0,286.0,3,3,Y,0,28,84,0,0,0,0,MnPrv,NoFeature,0,8,2007,WD,Normal,147000,43,43,2504.0,1.5,1,1,1
1896,534425015,20,RL,73.0,22002,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,3,4,CBlock,3,3,Mn,ALQ,1386.0,Unf,0.0,206.0,1592.0,GasA,4,Y,SBrkr,1652,0,0,1652,1.0,0.0,1,1,3,1,4,6,Typ,1,4,Attchd,1959.0,RFn,2.0,510.0,3,3,Y,0,0,0,0,201,0,0,NoFeature,NoFeature,0,7,2007,WD,Normal,200000,48,16,3244.0,2.5,1,1,1
1897,534425080,20,RL,73.0,14585,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,3,3,CBlock,3,3,No,BLQ,594.0,Rec,219.0,331.0,1144.0,GasA,5,Y,SBrkr,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,Typ,2,4,Attchd,1960.0,Unf,2.0,572.0,3,3,Y,216,110,0,0,0,0,0,NoFeature,NoFeature,0,6,2007,WD,Normal,181900,47,20,2573.0,1.5,1,1,1
1898,534427140,20,RL,75.0,7388,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,Rec,405.0,Unf,0.0,658.0,1063.0,GasA,4,Y,SBrkr,1327,0,0,1327,1.0,0.0,1,0,3,1,4,7,Typ,0,0,Detchd,1974.0,Unf,2.0,624.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,7,2007,WD,Normal,150750,48,5,2390.0,2.0,1,1,0
1899,534429030,90,RL,70.0,9842,Pave,NoFeature,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,Slab,0,0,NoFeature,NoFeature,0.0,NoFeature,0.0,0.0,0.0,GasA,3,Y,SBrkr,1224,0,0,1224,0.0,0.0,2,0,2,2,3,6,Typ,0,0,CarPort,1962.0,Unf,2.0,462.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,3,2007,WD,Normal,101800,45,45,1224.0,2.0,1,0,0
1900,534430090,20,RL,57.0,8280,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,NoMasVnr,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,5,Y,FuseA,932,0,0,932,0.0,0.0,1,0,2,1,4,4,Typ,1,4,Attchd,1950.0,Unf,1.0,306.0,3,3,Y,0,0,214,0,0,0,0,GdPrv,NoFeature,0,11,2007,WD,Normal,124000,57,57,1864.0,1.0,1,1,1
1901,534431020,45,RL,85.0,12172,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1940,1996,Gable,CompShg,Wd Sdng,HdBoard,NoMasVnr,0.0,3,3,PConc,3,3,No,LwQ,130.0,Rec,259.0,433.0,822.0,GasA,3,Y,SBrkr,908,0,0,908,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,1975.0,Unf,2.0,512.0,3,3,Y,284,24,0,0,192,0,0,MnPrv,NoFeature,0,10,2007,WD,Normal,138500,67,11,1730.0,1.0,1,1,0
1902,534450090,20,RL,50.0,5000,Pave,NoFeature,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,2,2,Slab,0,0,NoFeature,NoFeature,0.0,NoFeature,0.0,0.0,0.0,GasA,2,N,FuseF,334,0,0,334,0.0,0.0,1,0,1,1,2,2,Typ,0,0,NoFeature,1946.0,NoFeature,0.0,0.0,0,0,N,0,0,0,0,0,0,0,NoFeature,NoFeature,0,1,2007,WD,Normal,39300,61,57,334.0,1.0,0,0,0
